0.120018	0.382721	0.0111814	-0.021732	0.305446	-0.286997	0.102998	0.13537	-0.0766331	0.0514832	0.144368	0.0360542	0.142389	-0.106603	0.0674362	-0.105902	0.0587703	-0.11465	-0.358077	0.109581	0.505385	-0.0937554	0.387714	-0.300279	0.377322	0.101237	0.126891	0.162529	-0.263782	0.144395	-0.384495	0.0272604	0.0115614	-0.218506	-0.00107946	0.249072	-0.00806378	-0.0723121	-0.195092	-0.35646	0.124138	-0.243235	0.0766494	-0.0423821	0.311821
0.192821	0.197982	-0.125167	-0.0983752	0.421617	-0.143486	0.0122514	0.192659	-0.124618	0.205481	0.170378	-0.413294	0.28902	-0.291455	-0.088006	0.365813	-0.210102	0.27678	-0.267948	-0.103416	0.705192	0.264746	0.247627	-0.338304	-0.0872464	0.051491	-0.0150243	0.178555	0.0645567	-0.252948	-0.0454196	-0.178597	-0.0635661	0.164598	0.137762	0.117265	0.050234	0.128539	-0.166699	0.147564	0.0831346	0.050655	0.115398	0.184363	0.21912
0.0453106	0.0711166	0.10602	-0.0358532	0.27694	-0.402251	-0.0439708	-0.00237101	-0.15822	0.0577495	0.294653	0.035312	-0.213213	-0.234373	0.109532	0.319363	0.0809499	-0.392067	-0.126731	0.101991	0.701691	0.37243	0.141216	-0.309382	0.142684	0.215623	0.311699	0.418077	0.188181	-0.123687	-0.0998957	-0.0787295	0.1398	0.132995	0.195416	0.599482	1.9002e-05	-0.259633	-0.290002	-0.112822	-0.108166	0.123099	0.300686	0.0649681	0.262476
0.580405	0.974467	0.528862	-0.898606	-0.293384	-0.939974	0.956288	0.532129	0.950788	-0.888378	-0.415703	-0.0481003	-0.528558	0.566452	-0.475412	0.838655	0.666714	0.761564	-0.624451	0.839797	-0.0700984	-0.919836	-0.372762	-0.971225	0.967103	-0.914329	0.590339	-0.64886	0.678752	0.298407	0.672783	-0.644924	0.746657	-0.335177	0.697517	-0.630737	0.965691	0.495884	0.979169	-0.931678	0.978929	-0.513786	0.809569	-0.95359	0.765557
0.100594	-0.0578235	-0.119409	0.171326	0.24459	-0.583464	0.11645	0.281009	-0.147283	0.275998	0.0255043	-0.374119	0.389638	-0.396022	-0.112657	0.193352	-0.109898	0.198693	-0.286004	-0.115379	0.571473	0.296917	0.430273	-0.504376	0.475364	0.151668	-0.304826	0.0651514	-0.0108955	0.0577951	-0.211477	0.0555012	-0.223983	-0.139534	0.311032	0.260746	-0.0679436	0.0915346	0.0938887	-0.1692	-0.0973865	-0.0413532	0.281692	0.00427707	0.404286
0.391477	0.436203	0.362281	0.30956	0.285825	-0.0542388	-0.0158298	0.070038	-0.23092	0.187153	0.601143	0.220125	0.30296	0.200239	-0.225846	0.55835	0.293644	0.122182	0.214439	-0.178735	0.723824	0.0235956	0.0905608	-0.595466	0.095986	0.2834	-0.138581	0.148949	-0.220387	0.0306987	-0.373129	-0.340555	0.0402258	-0.26017	0.0331223	0.474806	-0.417817	0.004919	-0.290767	-0.0871267	0.227009	-0.269248	-0.273069	0.101016	0.277948
0.431068	0.254338	0.26862	0.0913827	0.143947	-0.0487955	-0.190729	0.0047043	-0.113506	-0.0381278	0.44193	0.053921	0.230591	-0.0804368	-0.0886644	0.298481	0.0532608	0.16088	0.0204696	-0.136774	0.668192	0.147444	0.207607	-0.374625	-0.0247905	0.249052	-0.0335995	0.0390829	-0.163062	-0.00698393	-0.124366	0.0661094	-0.0644255	0.0225078	0.224714	0.180739	-0.162142	-0.0574075	-0.216559	-0.191201	0.107841	-0.103647	-0.108495	0.22435	0.284602
0.283724	0.368628	0.312178	-0.171703	-0.0420457	-0.319897	-0.0340887	-0.271091	-0.201149	-0.130067	0.392223	0.205694	0.173255	-0.0504132	-0.161852	0.502791	0.547709	0.252355	-0.155818	-0.249701	0.598647	0.347584	0.43091	0.0860256	-0.17342	-0.22427	0.235704	0.641461	0.378772	0.349778	0.130777	-0.238895	-0.157553	0.104781	0.503452	0.550081	0.144105	0.230541	-0.0612666	-0.175453	-0.0190348	-0.0262543	0.26779	0.33541	0.375353
0.431068	0.254338	0.26862	0.0913827	0.143947	-0.0487955	-0.190729	0.0047043	-0.113506	-0.0381278	0.44193	0.053921	0.230591	-0.0804368	-0.0886644	0.298481	0.0532608	0.16088	0.0204696	-0.136774	0.668192	0.147444	0.207607	-0.374625	-0.0247905	0.249052	-0.0335995	0.0390829	-0.163062	-0.00698393	-0.124366	0.0661094	-0.0644255	0.0225078	0.224714	0.180739	-0.162142	-0.0574075	-0.216559	-0.191201	0.107841	-0.103647	-0.108495	0.22435	0.284602
0.301514	0.306117	-0.0702582	0.109895	0.276458	-0.235586	0.0399398	0.121361	-0.13953	0.0483361	0.119059	-0.154531	0.418122	-0.269955	0.0478114	0.200444	0.207033	0.25103	-0.21364	0.154317	0.645076	0.0733048	0.421378	-0.436116	0.160859	0.129663	-0.257523	0.143929	0.0280586	0.356968	-0.34154	-0.0186716	0.177499	-0.327865	-0.0187546	0.427084	-0.021299	0.232735	-0.288414	0.0494314	0.127213	-0.239838	-0.0927498	0.159038	0.327293
